Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.15516834541,1282.36461835045,1342.46812422613,1304.60134567566,1260.39579386915,1125.2019352182,1103.33870640485,1125.26114884344,1189.1406780943,1175.93261022826,1396.02876933081,1408.3654228191,1642.88950426557,1835.79213674529,2218.78470951979,2470.68362290375,2553.54969231571,2759.95274759156,2509.13963334121,2164.43292920418,2472.19783098297,2395.85655125171,2355.72585669892,2246.2574724306,2740.24944202769,3354.02180373059,3677.13404157319,4635.69227663314,5383.13269367517,5119.19164052311,6230.73836562837,7207.02890473028,7904.49578864701,8065.96037623402,7974.40637302503,6085.20997863116,5813.69451945762,6408.92001169297,
